date,kickoff_utc,group,home,away,city,status,result,p_home,p_draw,p_away,xg_home,xg_away,xg_total,score_1,p_score_1,score_2,p_score_2,score_3,p_score_3,p_over_2.5,p_under_2.5,p_btts,elo_home,elo_away,attack_home,defense_home,attack_away,defense_away,model_version,frozen_at
2026-06-23,2026-06-23T17:00:00+00:00,K,Portugal,Uzbekistan,Houston,jugado,5-0,0.6583,0.2187,0.123,1.9339,0.7404,2.6742,1-0,0.1325,2-0,0.1298,1-1,0.1036,0.5003,0.4997,0.4574,2063.712,1741.6376,1.7107,0.5279,1.0699,0.809,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-23,2026-06-23T20:00:00+00:00,L,England,Ghana,Foxborough,jugado,0-0,0.7241,0.1935,0.0824,1.9447,0.626,2.5707,1-0,0.1675,2-0,0.1506,2-1,0.1125,0.477,0.523,0.4208,2200.9698,1685.3004,1.7762,0.5554,0.9864,0.7159,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-23,2026-06-23T23:00:00+00:00,L,Panama,Croatia,Toronto,jugado,0-1,0.2267,0.2588,0.5145,1.0683,1.6691,2.7374,1-1,0.1231,0-1,0.1061,1-2,0.1012,0.5151,0.4849,0.5438,1773.0622,1950.8052,1.1709,0.8265,1.4277,0.7024,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-23,2026-06-24T02:00:00+00:00,K,Colombia,DR Congo,Zapopan,jugado,1-0,0.5434,0.2776,0.179,1.2797,0.6513,1.931,1-0,0.2066,0-0,0.1367,2-0,0.1209,0.3054,0.6946,0.3493,2088.4248,1811.9717,1.5353,0.5062,1.0769,0.5392,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-24,2026-06-24T19:00:00+00:00,B,Bosnia and Herzegovina,Qatar,Seattle,jugado,3-1,0.4855,0.2668,0.2477,1.5634,1.0732,2.6366,1-1,0.1272,1-0,0.1091,2-1,0.0974,0.4905,0.5095,0.5294,1681.6335,1539.192,0.9855,0.877,0.9303,1.1309,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-24,2026-06-24T19:00:00+00:00,B,Canada,Switzerland,Vancouver,jugado,1-2,0.3328,0.2782,0.389,1.26,1.3328,2.5927,1-1,0.1326,0-1,0.0998,1-2,0.0898,0.4796,0.5204,0.5349,1851.4771,2007.1029,1.2244,0.5935,1.5459,0.6147,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-24,2026-06-24T22:00:00+00:00,C,Morocco,Haiti,Atlanta,jugado,4-2,0.6814,0.2112,0.1074,1.927,0.6799,2.6069,1-0,0.1464,2-0,0.1393,2-1,0.102,0.4843,0.5157,0.434,2039.1695,1661.5815,1.5199,0.3947,1.3602,0.8863,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-24,2026-06-24T22:00:00+00:00,C,Scotland,Brazil,Miami Gardens,jugado,0-3,0.1663,0.2377,0.596,0.9066,1.8574,2.764,0-1,0.1142,1-1,0.1133,0-2,0.1088,0.5215,0.4785,0.5135,1828.5164,2075.1489,1.205,0.7317,1.8243,0.57,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-24,2026-06-25T01:00:00+00:00,A,Mexico,Czech Republic,Mexico City,jugado,3-0,0.6735,0.2065,0.1199,2.1632,0.863,3.0262,2-0,0.1139,1-0,0.1035,2-1,0.1031,0.5821,0.4179,0.5251,2023.1697,1760.9117,1.3832,0.5243,1.2663,0.8514,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-24,2026-06-25T01:00:00+00:00,A,South Africa,South Korea,Guadalupe,jugado,1-0,0.2452,0.2877,0.4671,0.8452,1.2505,2.0957,0-1,0.1586,1-1,0.1287,0-0,0.1228,0.3504,0.6496,0.4087,1697.8966,1844.2331,0.979,0.6635,1.3071,0.6652,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-25,2026-06-25T20:00:00+00:00,E,Curaçao,Ivory Coast,Philadelphia,jugado,0-2,0.1483,0.2345,0.6172,0.7815,1.8232,2.6046,0-1,0.1303,0-2,0.1229,1-1,0.111,0.4826,0.5174,0.4612,1591.2036,1845.5126,1.1125,1.0196,1.305,0.5197,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-25,2026-06-25T20:00:00+00:00,E,Ecuador,Germany,East Rutherford,jugado,2-1,0.3111,0.2971,0.3917,0.9582,1.1186,2.0769,0-1,0.1372,1-1,0.133,0-0,0.1264,0.3452,0.6548,0.4137,1962.2449,1996.766,1.0237,0.4345,1.8859,0.6766,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-25,2026-06-25T23:00:00+00:00,F,Tunisia,Netherlands,Kansas City,jugado,1-3,0.1145,0.2068,0.6787,0.8286,2.0845,2.9131,0-2,0.1202,0-1,0.1172,1-2,0.1095,0.5579,0.4421,0.5109,1665.2179,2053.3527,1.0667,0.7985,1.802,0.6264,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-25,2026-06-25T23:00:00+00:00,F,Japan,Sweden,Arlington,jugado,1-1,0.5992,0.2283,0.1725,2.1092,1.0217,3.1309,1-1,0.1066,2-0,0.0936,2-1,0.091,0.602,0.398,0.5669,1984.3392,1806.4585,1.6661,0.5036,1.4151,0.9703,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-25,2026-06-26T02:00:00+00:00,D,United States,Turkey,Inglewood,jugado,2-3,0.4083,0.2547,0.337,1.8418,1.641,3.4827,1-1,0.1067,2-1,0.0797,2-2,0.0777,0.6718,0.3282,0.6902,1860.6739,1928.5571,1.4104,0.8281,1.4228,0.7534,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-25,2026-06-26T02:00:00+00:00,D,Paraguay,Australia,Santa Clara,jugado,0-0,0.3039,0.3115,0.3845,0.8134,0.9781,1.7916,0-0,0.1616,0-1,0.1613,1-0,0.143,0.2678,0.7322,0.3385,1902.865,1917.2192,1.0354,0.5879,1.2439,0.544,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-26,2026-06-26T19:00:00+00:00,I,Senegal,Iraq,Toronto,jugado,5-0,0.5983,0.2392,0.1625,1.8237,0.8229,2.6466,1-0,0.1204,2-0,0.1167,1-1,0.1136,0.4925,0.5075,0.474,1877.9078,1671.3975,1.6835,0.632,0.929,0.812,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-26,2026-06-26T19:00:00+00:00,I,Norway,France,Foxborough,jugado,1-4,0.2787,0.2545,0.4668,1.4219,1.8351,3.257,1-1,0.1128,1-2,0.0942,2-2,0.0711,0.629,0.371,0.6507,2025.4733,2143.9726,1.7876,0.6879,1.9083,0.6061,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-26,2026-06-27T00:00:00+00:00,H,Uruguay,Spain,Zapopan,jugado,0-1,0.1064,0.2323,0.6613,0.5144,1.561,2.0754,0-1,0.2176,0-2,0.1574,0-0,0.1152,0.344,0.656,0.3274,1924.1162,2329.1025,1.0838,0.5459,1.8885,0.399,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-26,2026-06-27T00:00:00+00:00,H,Cape Verde,Saudi Arabia,Houston,jugado,0-0,0.3537,0.2977,0.3486,1.0561,1.0357,2.0918,1-1,0.134,0-1,0.1276,1-0,0.1258,0.3493,0.6507,0.4198,1701.1854,1711.7359,1.0774,0.7713,0.9592,0.7273,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-26,2026-06-27T03:00:00+00:00,G,Egypt,Iran,Seattle,jugado,1-1,0.3153,0.2966,0.3881,0.9752,1.1181,2.0933,0-1,0.1352,1-1,0.1334,0-0,0.1246,0.3497,0.6503,0.4184,1853.1517,1887.2919,1.218,0.5728,1.4235,0.582,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-26,2026-06-27T03:00:00+00:00,G,New Zealand,Belgium,Vancouver,jugado,1-5,0.1218,0.1992,0.6791,1.0028,2.3729,3.3757,1-2,0.1015,0-2,0.0963,1-1,0.0904,0.6539,0.3461,0.5894,1680.4279,2028.2272,1.3019,0.9271,1.8279,0.5938,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-27,2026-06-27T21:00:00+00:00,L,Panama,England,East Rutherford,jugado,0-2,0.1013,0.1973,0.7015,0.7965,2.1409,2.9375,0-2,0.1244,0-1,0.119,1-2,0.1103,0.564,0.436,0.5037,1773.0622,2200.9698,1.1709,0.8265,1.7762,0.5554,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-27,2026-06-27T21:00:00+00:00,L,Croatia,Ghana,Philadelphia,jugado,2-1,0.5521,0.2602,0.1877,1.5312,0.8432,2.3744,1-0,0.1518,1-1,0.1219,2-0,0.1108,0.425,0.575,0.4579,1950.8052,1685.3004,1.4277,0.7024,0.9864,0.7159,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-27,2026-06-27T23:30:00+00:00,K,DR Congo,Uzbekistan,Atlanta,jugado,3-1,0.4412,0.296,0.2628,1.1725,0.8164,1.9889,1-0,0.1565,0-0,0.1365,1-1,0.1279,0.3213,0.6787,0.381,1811.9717,1741.6376,1.0769,0.5392,1.0699,0.809,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-27,2026-06-27T23:30:00+00:00,K,Colombia,Portugal,Miami Gardens,jugado,0-0,0.3584,0.2894,0.3521,1.1429,1.149,2.2919,1-1,0.1354,1-0,0.1142,0-1,0.1082,0.4026,0.5974,0.4681,2088.4248,2063.712,1.5353,0.5062,1.7107,0.5279,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-27,2026-06-28T02:00:00+00:00,J,Jordan,Argentina,Arlington,jugado,1-3,0.0632,0.1564,0.7804,0.717,2.5351,3.2521,0-2,0.1268,0-3,0.1033,0-1,0.0999,0.6317,0.3683,0.4873,1735.7165,2251.4898,1.2918,0.919,1.9508,0.4372,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
2026-06-27,2026-06-28T02:00:00+00:00,J,Algeria,Austria,Kansas City,jugado,3-3,0.3786,0.276,0.3454,1.3951,1.2737,2.6688,1-1,0.1314,0-1,0.0878,1-2,0.084,0.498,0.502,0.5485,1862.3038,1896.0747,1.6105,0.6153,1.4219,0.6784,0.2.0+18f3178,2026-08-24T07:09:43.046940+00:00
